employer,submit date,start date,case status,job title,base salary,salary to,city,state
audible inc,10/8/2014,10/27/2014,certified,software development engineer,100000,,newark,nj
innominds software inc,10/10/2014,10/17/2014,certified,software development engineer,100000,,santa clara,ca
calsoft labs inc,10/10/2014,11/10/2014,certified,software development engineer,100000,,bridgewater,nj
expedia inc,11/14/2014,11/24/2014,certified,software development engineer,100000,140000,san francisco,ca
htc america innovation inc,11/20/2014,12/1/2014,certified,software development engineer,100000,,seattle,wa
smartek21 llc,12/17/2014,1/5/2015,certified,software development engineer,100000,,seattle,wa
amazon corporate llc,10/31/2014,1/12/2015,certified,software development engineer,100000,,seattle,wa
exadel inc,5/9/2014,10/1/2014,certified,software development engineer,100000,,walnut creek,ca
theranos inc,10/18/2013,2/15/2014,certified,software development engineer,100000,150000,palo alto,ca
audible inc,10/18/2013,10/21/2013,certified,software development engineer,100000,,newark,nj
microsoft corporation,11/8/2013,5/7/2014,certified,software development engineer,100000,114999,redmond,wa
microsoft corporation,11/8/2013,5/7/2014,certified,software development engineer,100000,114999,redmond,wa
microsoft corporation,11/21/2013,12/9/2013,certified,software development engineer,100000,,redmond,wa
zillow inc,12/30/2013,1/7/2014,certified,software development engineer,100000,,seattle,wa
the rubicon project inc,1/3/2014,1/13/2014,certified,software development engineer,100000,120000,new york,ny
microsoft corporation,1/7/2014,1/16/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/15/2014,2/17/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/15/2014,7/9/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/15/2014,2/3/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/27/2014,7/23/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/27/2014,7/23/2014,certified,software development engineer,100000,,boulder,co
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/31/2014,7/29/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,2/3/2014,7/30/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,2/5/2014,8/3/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2014,8/3/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/6/2014,8/4/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2014,8/4/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/6/2014,8/4/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/7/2014,8/5/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/11/2014,8/9/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/12/2014,2/24/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/12/2014,8/11/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/14/2014,8/12/2014,certified,software development engineer,100000,,bellevue,wa
audible (an amazon company),2/18/2014,3/3/2014,withdrawn,software development engineer,100000,,newark,nj
microsoft corporation,2/20/2014,8/18/2014,certified,software development engineer,100000,,bellevue,wa
audible inc,2/20/2014,3/3/2014,certified,software development engineer,100000,,newark,nj
microsoft corporation,2/21/2014,8/14/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/24/2014,8/20/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/24/2014,8/20/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/25/2014,8/20/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/25/2014,8/23/2014,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/27/2014,8/25/2014,certified,software development engineer,100000,,bellevue,wa
zillow inc,2/28/2014,8/30/2014,certified,software development engineer,100000,,seattle,wa
microsoft corporation,3/5/2014,9/3/2014,certified,software development engineer,100000,,bellevue,wa
audible inc,3/6/2014,9/5/2014,certified,software development engineer,100000,,cambridge,ma
a2z development center inc,3/13/2014,4/7/2014,certified,software development engineer,100000,125000,san francisco,ca
a2z development center inc,3/13/2014,4/7/2014,certified,software development engineer,100000,125000,san francisco,ca
impac medical systems inc,3/18/2014,9/17/2014,certified,software development engineer,100000,120000,sunnyvale,ca
microsoft corporation,4/7/2014,4/7/2014,certified,software development engineer,100000,,bellevue,wa
silvaco inc,5/28/2014,10/1/2014,certified,software development engineer,100000,,santa clara,ca
microsoft corporation,7/25/2014,8/18/2014,certified,software development engineer,100000,,redmond,wa
smartek21 llc,8/13/2014,8/27/2014,certified,software development engineer,100000,,palo alto,ca
zillow inc,9/8/2014,9/29/2014,withdrawn,software development engineer,100000,,seattle,wa
zillow inc,9/8/2014,9/29/2014,certified,software development engineer,100000,,seattle,wa
microsoft corporation,10/24/2013,11/15/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,10/31/2013,11/11/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,11/6/2013,12/18/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,12/17/2013,12/30/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,12/17/2013,12/30/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,12/19/2013,1/6/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,12/27/2013,3/24/2014,certified,software development engineer,100000,,redmond,wa
microsoft corporation,10/30/2012,11/12/2012,certified,software development engineer,100000,,redmond,wa
microsoft corporation,10/31/2012,11/12/2012,certified,software development engineer,100000,,redmond,wa
audible inc,11/14/2012,1/7/2013,certified,software development engineer,100000,,newark,nj
microsoft corporation,11/20/2012,12/4/2012,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/2/2013,7/1/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/3/2013,1/21/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,1/10/2013,7/9/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/14/2013,1/25/2013,withdrawn,software development engineer,100000,,redmond,wa
microsoft corporation,1/17/2013,7/15/2013,certified,software development engineer,100000,,cambridge,ma
microsoft corporation,1/17/2013,7/16/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/17/2013,7/8/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,1/24/2013,7/16/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,1/24/2013,7/24/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,1/25/2013,7/25/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,1/30/2013,3/18/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,2/1/2013,8/1/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,2/4/2013,8/4/2013,certified,software development engineer,100000,106999,redmond,wa
audible inc,2/4/2013,3/18/2013,certified,software development engineer,100000,,boston,ma
microsoft corporation,2/4/2013,7/31/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/4/2013,7/31/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,2/5/2013,8/3/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2013,8/3/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2013,8/3/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2013,8/3/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/5/2013,8/3/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/9/2013,8/8/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,2/8/2013,8/6/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/19/2013,8/18/2013,certified,software development engineer,100000,106999,redmond,wa
microsoft corporation,2/20/2013,8/18/2013,certified,software development engineer,100000,,mountain view,ca
lumatic inc,2/22/2013,8/20/2013,certified,software development engineer,100000,,san francisco,ca
microsoft corporation,2/25/2013,8/21/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,2/28/2013,3/8/2013,certified,software development engineer,100000,,redmond,wa
apptio inc,3/4/2013,9/1/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,3/13/2013,9/7/2013,withdrawn,software development engineer,100000,,redmond,wa
microsoft corporation,3/8/2013,9/3/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/8/2013,9/3/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/8/2013,9/6/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/11/2013,9/6/2013,certified,software development engineer,100000,110000,redmond,wa
lumatic inc,3/13/2013,8/20/2013,certified,software development engineer,100000,,san francisco,ca
microsoft corporation,3/14/2013,3/25/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/19/2013,9/14/2013,withdrawn,software development engineer,100000,,san francisco,ca
microsoft corporation,3/18/2013,9/16/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/18/2013,9/16/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/19/2013,9/18/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/19/2013,9/18/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/19/2013,9/14/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,3/19/2013,9/18/2013,certified,software development engineer,100000,110000,redmond,wa
microsoft corporation,3/20/2013,9/15/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,3/20/2013,9/15/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/20/2013,9/19/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/20/2013,9/18/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/21/2013,9/14/2013,certified,software development engineer,100000,,san francisco,ca
microsoft corporation,3/22/2013,9/21/2013,certified,software development engineer,100000,110000,redmond,wa
microsoft corporation,3/22/2013,9/17/2013,certified,software development engineer,100000,,redmond,wa
microsoft corporation,3/22/2013,9/17/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,3/26/2013,9/21/2013,certified,software development engineer,100000,,bellevue,wa
microsoft corporation,3/28/2013,4/3/2013,certified,software development engineer,100000,,redmond,wa
audible inc,4/1/2013,9/30/2013,certified,software development engineer,100000,,boston,ma
groupon inc,4/19/2013,6/3/2013,certified,software development engineer,100000,150000,seattle,wa
